"camp_name","dataextract_dur","dataextract_start","dataextract_stop","datavalidate_dur","datavalidate_start","datavalidate_stop","duration","end_time","fi_enabled","launch_dur","launch_start","launch_stop","launchfi_dur","launchfi_start","launchfi_stop","peak_dur","peak_start","peak_stop","postfinish_dur","postfinish_start","postfinish_stop","postlaunch_dur","postlaunch_start","postlaunch_stop","prelaunch_dur","prelaunch_start","prelaunch_stop","run_n","start_time","transform_dur","transform_start","transform_stop"
"GoldenRun_FT_V1",0.008196115493774414,1779053505.4000628,1779053505.408259,0.0006082057952880859,1779053505.431008,1779053505.4316163,106.20532393455505,1779053505.431628,"False",0.11501765251159668,1779053399.226655,1779053399.3416727,6.67572021484375e-06,1779053399.3417408,1779053399.3417475,106.03713011741638,1779053399.341761,1779053505.3788912,2.6464462280273438e-05,1779053505.3990967,1779053505.3991232,1.6450881958007812e-05,1779053399.3417053,1779053399.3417218,1.3828277587890625e-05,1779053399.2266319,1779053399.2266457,1.0,1779053399.226304,0.0003688335418701172,1779053505.418279,1779053505.4186478
"GoldenRun_FT_V1",8.821487426757812e-06,1779053608.4200807,1779053608.4200895,8.344650268554688e-06,1779053608.4201338,1779053608.4201422,101.15091919898987,1779053608.420164,"False",0.08427596092224121,1779053507.2757275,1779053507.3600035,9.059906005859375e-06,1779053507.3605776,1779053507.3605866,101.05942058563232,1779053507.3606036,1779053608.4200242,3.2901763916015625e-05,1779053608.4200401,1779053608.420073,1.2636184692382812e-05,1779053507.3600366,1779053507.3600492,1.3589859008789062e-05,1779053507.275703,1779053507.2757165,2.0,1779053507.269245,1.0967254638671875e-05,1779053608.4201074,1779053608.4201183
"GoldenRun_FT_V1",4.57763671875e-05,1779053709.6738305,1779053709.6738763,7.867813110351562e-06,1779053709.6739194,1779053709.6739273,101.10959100723267,1779053709.6739697,"False",0.06698012351989746,1779053608.5647402,1779053608.6317203,6.198883056640625e-06,1779053608.6317751,1779053608.6317813,101.04199194908142,1779053608.6317945,1779053709.6737864,1.621246337890625e-05,1779053709.6738052,1779053709.6738214,1.2874603271484375e-05,1779053608.6317506,1779053608.6317635,1.4066696166992188e-05,1779053608.5647168,1779053608.564731,3.0,1779053608.5643787,1.0967254638671875e-05,1779053709.6738937,1779053709.6739047
"GoldenRun_FT_V1",8.821487426757812e-06,1779053810.8553407,1779053810.8553495,1.0013580322265625e-05,1779053810.8553898,1779053810.8553998,101.09152746200562,1779053810.855426,"False",0.038985252380371094,1779053709.7650843,1779053709.8040695,6.4373016357421875e-06,1779053709.804126,1779053709.8041325,101.05115556716919,1779053709.8041453,1779053810.855301,1.2636184692382812e-05,1779053810.8553212,1779053810.8553338,1.239776611328125e-05,1779053709.8041022,1779053709.8041146,1.4543533325195312e-05,1779053709.765061,1779053709.7650754,4.0,1779053709.7638986,1.1682510375976562e-05,1779053810.8553638,1779053810.8553755
"GoldenRun_FT_V1",8.344650268554688e-06,1779053911.9996765,1779053911.9996848,7.152557373046875e-06,1779053911.9997294,1779053911.9997365,101.05422496795654,1779053911.9997635,"False",0.014832496643066406,1779053810.945751,1779053810.9605834,6.4373016357421875e-06,1779053810.960641,1779053810.9606473,101.03896832466125,1779053810.9606643,1779053911.9996326,1.4781951904296875e-05,1779053911.9996529,1779053911.9996676,1.1682510375976562e-05,1779053810.9606178,1779053810.9606295,1.3589859008789062e-05,1779053810.9457288,1779053810.9457424,5.0,1779053810.9455385,1.0967254638671875e-05,1779053911.9997053,1779053911.9997163
"GoldenRun_FT_V1",1.2874603271484375e-05,1779054013.262532,1779054013.2625449,8.58306884765625e-06,1779054013.267008,1779054013.2670166,101.1498327255249,1779054013.2670534,"False",0.02096867561340332,1779053912.1184254,1779053912.139394,5.9604644775390625e-06,1779053912.1394446,1779053912.1394506,101.12302088737488,1779053912.1394646,1779054013.2624855,1.5020370483398438e-05,1779054013.2625058,1779054013.2625208,1.2159347534179688e-05,1779053912.1394212,1779053912.1394334,1.430511474609375e-05,1779053912.118402,1779053912.1184163,6.0,1779053912.1172206,0.004422187805175781,1779054013.2625654,1779054013.2669876
"GoldenRun_FT_V1",8.344650268554688e-06,1779054114.530157,1779054114.5301654,7.867813110351562e-06,1779054114.5302117,1779054114.5302196,101.13292217254639,1779054114.5302527,"False",0.020987987518310547,1779054013.3976412,1779054013.4186292,8.821487426757812e-06,1779054013.4186974,1779054013.4187062,101.11139273643494,1779054013.4187276,1779054114.5301204,1.2159347534179688e-05,1779054114.5301378,1779054114.53015,1.811981201171875e-05,1779054013.4186587,1779054013.4186769,1.33514404296875e-05,1779054013.397619,1779054013.3976324,7.0,1779054013.3973305,1.1920928955078125e-05,1779054114.5301833,1779054114.5301952
"GoldenRun_FT_V1",8.821487426757812e-06,1779054215.7372735,1779054215.7372823,7.867813110351562e-06,1779054215.7373228,1779054215.7373307,101.07800912857056,1779054215.7373557,"False",0.024597644805908203,1779054114.6596758,1779054114.6842735,6.198883056640625e-06,1779054114.684323,1779054114.6843293,101.052894115448,1779054114.684345,1779054215.7372391,1.1920928955078125e-05,1779054215.737254,1779054215.7372658,1.239776611328125e-05,1779054114.6842995,1779054114.6843119,1.3828277587890625e-05,1779054114.6596532,1779054114.659667,8.0,1779054114.6593466,1.0728836059570312e-05,1779054215.7372966,1779054215.7373073
"GoldenRun_FT_V1",8.58306884765625e-06,1779054316.9659681,1779054316.9659767,7.152557373046875e-06,1779054316.9660501,1779054316.9660573,101.12613534927368,1779054316.9660993,"False",0.03716874122619629,1779054215.840287,1779054215.8774557,6.4373016357421875e-06,1779054215.877534,1779054215.8775403,101.08837819099426,1779054215.877556,1779054316.9659343,1.1205673217773438e-05,1779054316.9659493,1779054316.9659605,1.2874603271484375e-05,1779054215.877505,1779054215.877518,1.3589859008789062e-05,1779054215.840265,1779054215.8402786,9.0,1779054215.839964,1.1444091796875e-05,1779054316.9660108,1779054316.9660223
"GoldenRun_FT_V1",1.0013580322265625e-05,1779054418.2190707,1779054418.2190807,7.3909759521484375e-06,1779054418.219122,1779054418.2191293,101.12075996398926,1779054418.2191536,"False",0.07310223579406738,1779054317.099948,1779054317.1730502,1.0251998901367188e-05,1779054317.1731315,1779054317.1731417,101.04587388038635,1779054317.1731625,1779054418.2190363,1.3113021850585938e-05,1779054418.2190506,1779054418.2190638,1.621246337890625e-05,1779054317.1730936,1779054317.1731098,1.4543533325195312e-05,1779054317.0999243,1779054317.0999389,10.0,1779054317.0983937,1.0728836059570312e-05,1779054418.2190998,1779054418.2191105
