"camp_name","dataextract_dur","dataextract_start","dataextract_stop","datavalidate_dur","datavalidate_start","datavalidate_stop","duration","end_time","fi_enabled","launch_dur","launch_start","launch_stop","launchfi_dur","launchfi_start","launchfi_stop","peak_dur","peak_start","peak_stop","postfinish_dur","postfinish_start","postfinish_stop","postlaunch_dur","postlaunch_start","postlaunch_stop","prelaunch_dur","prelaunch_start","prelaunch_stop","run_n","start_time","transform_dur","transform_start","transform_stop"
"GoldenRun_FT_V4",1.0728836059570312e-05,1779054564.2368119,1779054564.2368226,7.867813110351562e-06,1779054564.2369223,1779054564.2369301,101.13027596473694,1779054564.2370157,"False",0.03690052032470703,1779054463.1071475,1779054463.144048,6.198883056640625e-06,1779054463.1441162,1779054463.1441224,101.0926365852356,1779054463.1441388,1779054564.2367754,1.2159347534179688e-05,1779054564.2367926,1779054564.2368047,1.430511474609375e-05,1779054463.144091,1779054463.1441052,8.58306884765625e-06,1779054463.1071303,1779054463.1071389,11.0,1779054463.1067398,7.271766662597656e-05,1779054564.2368348,1779054564.2369075
"GoldenRun_FT_V4",0.004030704498291016,1779054665.6050668,1779054665.6090975,8.821487426757812e-06,1779054665.6104684,1779054665.6104772,101.27942442893982,1779054665.6231053,"False",0.0301973819732666,1779054564.3475602,1779054564.3777575,3.886222839355469e-05,1779054564.3779027,1779054564.3779416,101.21836400032043,1779054564.377959,1779054665.596323,0.004624605178833008,1779054665.600431,1779054665.6050556,2.0503997802734375e-05,1779054564.3778021,1779054564.3778226,9.059906005859375e-06,1779054564.3475418,1779054564.3475509,12.0,1779054564.3436809,1.3589859008789062e-05,1779054665.61044,1779054665.6104536
"GoldenRun_FT_V4",3.147125244140625e-05,1779054767.4329684,1779054767.4329998,7.867813110351562e-06,1779054767.4330382,1779054767.433046,101.10567212104797,1779054767.4330807,"False",0.03336381912231445,1779054666.3277128,1779054666.3610766,6.4373016357421875e-06,1779054666.3611522,1779054666.3611586,101.07175612449646,1779054666.3611767,1779054767.4329329,1.2159347534179688e-05,1779054767.4329488,1779054767.432961,1.3828277587890625e-05,1779054666.3611262,1779054666.36114,8.106231689453125e-06,1779054666.3276954,1779054666.3277035,13.0,1779054666.3274086,1.1920928955078125e-05,1779054767.433014,1779054767.4330258
"GoldenRun_FT_V4",1.0251998901367188e-05,1779054868.6922512,1779054868.6922615,7.152557373046875e-06,1779054868.6922996,1779054868.6923068,101.14133548736572,1779054868.6923428,"False",0.07383418083190918,1779054767.551352,1779054767.6251862,5.9604644775390625e-06,1779054767.6252506,1779054767.6252565,101.06694388389587,1779054767.6252744,1779054868.6922183,1.1920928955078125e-05,1779054868.6922324,1779054868.6922443,1.4066696166992188e-05,1779054767.625224,1779054767.6252382,8.344650268554688e-06,1779054767.551335,1779054767.5513434,14.0,1779054767.5510073,1.1205673217773438e-05,1779054868.692276,1779054868.6922872
"GoldenRun_FT_V4",1.0251998901367188e-05,1779054969.8832743,1779054969.8832846,7.152557373046875e-06,1779054969.8833265,1779054969.8833337,101.05903172492981,1779054969.8833678,"False",0.009336233139038086,1779054868.8246555,1779054868.8339918,5.9604644775390625e-06,1779054868.834048,1779054868.834054,101.04917025566101,1779054868.834069,1779054969.8832393,1.1444091796875e-05,1779054969.883255,1779054969.8832664,1.1920928955078125e-05,1779054868.834024,1779054868.8340359,8.344650268554688e-06,1779054868.824639,1779054868.8246474,15.0,1779054868.824336,1.1920928955078125e-05,1779054969.8832996,1779054969.8833115
"GoldenRun_FT_V4",1.2874603271484375e-05,1779055071.1840334,1779055071.1840463,7.3909759521484375e-06,1779055071.1840875,1779055071.184095,101.18161988258362,1779055071.184131,"False",0.07683777809143066,1779054970.0152051,1779054970.092043,5.7220458984375e-06,1779054970.0920997,1779054970.0921054,101.09187531471252,1779054970.092124,1779055071.1839993,1.2159347534179688e-05,1779055071.1840138,1779055071.184026,1.4066696166992188e-05,1779054970.0920742,1779054970.0920882,9.5367431640625e-06,1779054970.0151865,1779054970.015196,16.0,1779054970.002511,1.239776611328125e-05,1779055071.1840608,1779055071.1840732
"GoldenRun_FT_V4",9.775161743164062e-06,1779055172.37532,1779055172.3753297,7.3909759521484375e-06,1779055172.3753698,1779055172.3753772,101.08098483085632,1779055172.3754158,"False",0.03334164619445801,1779055071.294732,1779055071.3280737,5.9604644775390625e-06,1779055071.3281317,1779055071.3281376,101.04713034629822,1779055071.3281543,1779055172.3752847,1.2636184692382812e-05,1779055172.3752997,1779055172.3753123,1.2874603271484375e-05,1779055071.328108,1779055071.328121,9.059906005859375e-06,1779055071.2947147,1779055071.2947237,17.0,1779055071.294431,1.1682510375976562e-05,1779055172.375345,1779055172.3753567
"GoldenRun_FT_V4",8.344650268554688e-06,1779055273.5552382,1779055273.5552466,8.106231689453125e-06,1779055273.5552893,1779055273.5552974,101.09080672264099,1779055273.5559125,"False",0.03787660598754883,1779055172.4681454,1779055172.506022,6.198883056640625e-06,1779055172.50608,1779055172.506086,101.04909682273865,1779055172.5061045,1779055273.5552013,1.239776611328125e-05,1779055273.5552173,1779055273.5552297,1.4066696166992188e-05,1779055172.506055,1779055172.5060692,8.821487426757812e-06,1779055172.4681275,1779055172.4681363,18.0,1779055172.4651058,1.239776611328125e-05,1779055273.5552626,1779055273.555275
"GoldenRun_FT_V4",1.049041748046875e-05,1779055374.8373752,1779055374.8373857,9.5367431640625e-06,1779055374.8374248,1779055374.8374343,101.16361355781555,1779055374.8389037,"False",0.048319101333618164,1779055273.6794157,1779055273.7277348,5.9604644775390625e-06,1779055273.727792,1779055273.727798,101.10952734947205,1779055273.727813,1779055374.8373404,1.1920928955078125e-05,1779055374.837355,1779055374.8373668,1.3828277587890625e-05,1779055273.727767,1779055273.7277808,8.821487426757812e-06,1779055273.6793973,1779055273.6794062,19.0,1779055273.67529,1.1920928955078125e-05,1779055374.8373997,1779055374.8374116
"GoldenRun_FT_V4",1.2159347534179688e-05,1779055476.0099676,1779055476.0099797,7.152557373046875e-06,1779055476.0100203,1779055476.0100274,101.06165385246277,1779055476.010076,"False",0.012443065643310547,1779055374.9486213,1779055374.9610643,5.9604644775390625e-06,1779055374.9611228,1779055374.9611287,101.04878878593445,1779055374.961145,1779055476.0099337,1.2159347534179688e-05,1779055476.0099485,1779055476.0099607,1.33514404296875e-05,1779055374.9610946,1779055374.961108,7.867813110351562e-06,1779055374.9486048,1779055374.9486127,20.0,1779055374.9484222,1.0967254638671875e-05,1779055476.009995,1779055476.010006
